scam_id,description,dollars_lost,target_location,scammer_location,scammer_email,scammer_phone,scammer_website,date_reported,scam_type,business_name,PTs
890383,"Just a voicemail,translated as “ Hello, our office was trying to locate and confirm this number is registered to Dylan from dessert You're not this individual please hang up Privacy purposes Continuing to listen, you acknowledge that you are the individual we are attempting to contact We are attempting to process paperwork under your name and social regarding an account placed with us for client Start possible further action to hear your options. Please call this number back at your earliest possible convenience Thank you you prefer electronic communication. Please go directly to our secure self-serve portal at w w w . J M legal team DotA It is urgent we get this resolved today thank you…””
The name actually was “Dylan from dessert” when I listened to it, also, it was a male voice leaving the message and a woman’s voice inserted the name per above.",,"NY, USA- 14086","Asher, OH",Unknown Email,(405) 461-8425,JMlegalteam.com,"September 16, 2024",Phishing,Phishing Scam,"{'Authority and Impersonation': 'our office was trying to locate and confirm this number is registered to Dylan', 'Fear and Intimidation': 'We are attempting to process paperwork under your name and social regarding an account placed with us for client Start possible further action', 'Urgency and Scarcity': 'It is urgent we get this resolved today thank you', 'Pretext and trust': 'We are attempting to process paperwork under your name and social regarding an account placed with us for client Start possible further action'}"
904206,"Anti-Fraud Law Firm
Anti-Fraud Law Firm
Typically replies within minutes
Lawyer & Law Firm
You sent
Im SSI poor, thanks for your compassion.
Anti-Fraud Law Firm
Anti-Fraud Law Firm
If you're poor, work on your cognition instead of wasting your time here
You sent
Jesus Christ. I hioe you meet someone exactly like you one day. Goodbye.
Anti-Fraud Law Firm
Anti-Fraud Law Firm
If you need 150 bucks, I can give it to you privately.
You sent
?
Anti-Fraud Law Firm
Anti-Fraud Law Firm
I said if you really can't afford it, I'll give you $150.
You sent
That would be good of you. Thank you
Anti-Fraud Law Firm
Anti-Fraud Law Firm
You're welcome! I need to make sure you're real.
You sent
Sure. My CashApp is $FrankJCraven. Do you need ID, license?
You sent
Anti-Fraud Law Firm
Anti-Fraud Law Firm
Anti-Fraud Law Firm
I need you to tie a shoe to your head and take a picture and send it to me!
You sent
Wow
Anti-Fraud Law Firm
Anti-Fraud Law Firm
Yes! I'll give you 150$ for the same photo.",,"NC, USA- 28079",Unknown Location,Unknown Email,Unknown Phone Number,https://www.facebook.com/profile.php?id=61566984128660&sk=about,"October 22, 2024",Phishing,Unknown,"{'Authority and Impersonation': 'Anti-Fraud Law Firm\nAnti-Fraud Law Firm\nTypically replies within minutes\nLawyer & Law Firm', 'Phantom Riches': ""If you need 150 bucks, I can give it to you privately.\nI said if you really can't afford it, I'll give you $150.\nYes! I'll give you 150$ for the same photo."", 'Reciprocity': ""If you need 150 bucks, I can give it to you privately.\nI said if you really can't afford it, I'll give you $150.\nYes! I'll give you 150$ for the same photo."", 'Pretext and trust': 'Anti-Fraud Law Firm\nAnti-Fraud Law Firm\nTypically replies within minutes\nLawyer & Law Firm', 'Fear and Intimidation': ""If you're poor, work on your cognition instead of wasting your time here""}"
941805,"I received a text message from someone that I believe is pretending to be my ex-husband. It's an imposter and it says ""Hii Tanya this is Armando I hope you and Courtney are doing good I know we haven't talked in awhile but I want to apologize to you and Courtney for all the trouble and struggles that I cause.  I would like to ask you if you can send me a bank account so I can pay you please and thank you. I just want to do this peacefully and no cause no more problems between me and you.  I want to thank you from the bottom of my heart and let you know that I am so proud of you for an amazing job you have done raising Courtney.  You are a great mother and I give you all the credit.""",,"WI, USA- 54455",IL,Unknown Email,(815) 546-4495,Unknown URL,"February 3, 2025",Phishing,Unknown,"{'Authority and Impersonation': '""Hii Tanya this is Armando I hope you and Courtney are doing good...""', 'Pretext and trust': '""I want to apologize to you and Courtney for all the trouble and struggles that I cause. I would like to ask you if you can send me a bank account so I can pay you please and thank you. I just want to do this peacefully and no cause no more problems between me and you.""', 'Liking': '""I want to thank you from the bottom of my heart and let you know that I am so proud of you for an amazing job you have done raising Courtney. You are a great mother and I give you all the credit.""', 'Reciprocity': '""I would like to ask you if you can send me a bank account so I can pay you please and thank you.""'}"
957212,Hello good morning this is not a sales or marketing call this is an urgent legal matter and may final attempt to contact patient Smith my name is honey I am calling from the processors office regarding file number 202519496 I am contacting you to discuss a matter that has been forwarded to my office for consideration of legal action including the filing of a lost and complaint with the court discuss the spending action that may be filed against you you don't need me to contact the firm directly handing your files that office number is 866-791-3875 this is a time sensitive matter for you if you do not receive a sponge then may be forced to proceed outdoor participation again that number to contact is 866-791-3875 also keep in mind my calls are being long to spruce that effort to notify you thank you…”,,"FL, USA- 33913",CA,Unknown Email,(562) 475-4465,Unknown URL,"March 11, 2025",Phishing,Scam Legal Matter Call,"{'Authority and Impersonation': 'my name is honey I am calling from the processors office regarding file number 202519496 I am contacting you to discuss a matter that has been forwarded to my office for consideration of legal action including the filing of a lost and complaint with the court', 'Fear and Intimidation': 'this is a time sensitive matter for you if you do not receive a sponge then may be forced to proceed outdoor participation', 'Urgency and Scarcity': 'this is an urgent legal matter and may final attempt to contact patient Smith', 'Pretext and trust': 'this is not a sales or marketing call this is an urgent legal matter and may final attempt to contact patient Smith my name is honey I am calling from the processors office regarding file number 202519496'}"
922761,"i received a restricted number phone call at 9:47 a.m. which went to voicemail and the scammer left the following message. ""Hi, this is Judy. i'm a licensed process server and am looking for (my legal first name, last name). (My legal first name), I have to come out and serve you in the next few days. I want to make sure that i have the correct address for you and also make you aware you are going to need a valid form of ID on my arrival. if you're unavailable, a missed appearance may be placed against you. Any questions or concerns you have or if you would like to work out a stop order, you can call the filing party at (866) 576-6697. There's also a case number on the envelope, I'll give that to you just in case you need it. That is *********.",,"MN, USA- 55362",Unknown Location,Unknown Email,(866) 576-6697,Unknown URL,"December 17, 2024",Phishing,Process Server Imposter,"{'Authority and Impersonation': '""Hi, this is Judy. I\'m a licensed process server and am looking for (my legal first name, last name).""', 'Fear and Intimidation': '""If you\'re unavailable, a missed appearance may be placed against you.""', 'Urgency and Scarcity': '""I have to come out and serve you in the next few days.""', 'Pretext and trust': '""Hi, this is Judy. I\'m a licensed process server... I want to make sure that I have the correct address for you and also make you aware you are going to need a valid form of ID on my arrival.""'}"
943247,"I was sent the following text message. I received this message on my personal phone yesterday and on my work phone today. The ""pay by"" date for the text I received yesterday was yesterday's date. The ""pay by"" date for the text I received today is today's date. So it appears that the scammers are using variable data in the messages they are sending to make sure that the ""pay by"" date is the same as the date the text is received -- attempting to get people to act fast.
Below is the wording used in the text I received both days:
""Pay your FastTrak Lane tolls by February 6, 2025. To avoid a fine and keep your license, you can pay at
https://ezdrivema.com-billaw.top/pay
(Please reply Y, then exit the text message and open it again to activate the link, or copy the link into your Safari browser and open it)""",,"ID, USA- 83714",Unknown Location,Unknown Email,(963) 598-9638,https://ezdrivema.com-billaw.top/pay,"February 6, 2025",Phishing,FastTrak Lane,"{'Authority and Impersonation': '""Pay your FastTrak Lane tolls by February 6, 2025.""', 'Fear and Intimidation': '""To avoid a fine and keep your license, you can pay at...""', 'Urgency and Scarcity': '""Pay by"" date is the same as the date the text is received -- attempting to get people to act fast.', 'Pretext and trust': 'Scammers impersonate a legitimate toll agency and fabricate a scenario where a toll needs to be urgently paid to appear credible.'}"
950525,"This is the Email that I received.  I have never used PayPal and I am keeping an eye on my bank accounts.- - - -
PayPal
Transaction amount $476.19USD is complete successfully.
Dear: XXXXXXX,
Thank you for your order with PayPal. Your order has been successfully
placed.
We hope you are as excited as we are!
The charges will be shown soon in your recent activity.
Product Description
Invoice Id: 80883
Item Name: McAfee+™ Ultimate - Family
Order Date: 20 Feb,2025
Amount: $476.19
Payment Method: Auto Pay
If you did not approve this charge, you have 12 hours to do so. Please contact
our customer care to cancel and receive an instant refund for your
membership.
You can reach us on toll free no: +1 (888) 315-1072.
Regards,
Billing Department
Queries & Feedback :+1 (888) 315-1072 (Toll-Free)
Do not reply to this email as it is automated email generated by payment system, For assistance
reach customer support directly.
All Rights Reserved | Copyrights 2024 | We Accepts All Major Platforms",,"CA, USA- 95401",Unknown Location,poppyhayes369@gmail.com,1(888) 315-1072,"Not sure, Charlene Charlene with the Email listed above","February 24, 2025",Phishing,Unknown,"{'Authority and Impersonation': 'PayPal\nTransaction amount $476.19USD is complete successfully.\nDear: XXXXXXX,\nThank you for your order with PayPal.', 'Urgency and Scarcity': 'If you did not approve this charge, you have 12 hours to do so.', 'Fear and Intimidation': 'If you did not approve this charge, you have 12 hours to do so. Please contact our customer care to cancel and receive an instant refund for your membership.', 'Pretext and trust': 'Product Description\nInvoice Id: 80883\nItem Name: McAfee+™ Ultimate - Family\nOrder Date: 20 Feb,2025\nAmount: $476.19\nPayment Method: Auto Pay'}"
954431,"Note: The identified recipient is unknown to me. My name and email address do not appear anywhere in the email.
Subject: Invoice from Palomino Bazaar LLc (0217)
Heading:
service@paypal.com
www.paypal.com
From: service@paypal.com
To: Moses Uvalles
Test of email:
Here's your invoice
Palomino Bazaar LLc sent you an invoice for $1,095.37 USD
Due on receipt
Palomino Bazaar LLc
You don't have any payments with this seller in the last year.
Amount due
$1,095.37 USD
Invoice number
0217
Note from seller
Unrecognized transaction? If this wasn't you, contact us now at (888) 397-7479.
View and Pay Invoice
PayPal offers Buyer Protection on eligible transactions paid using PayPal.
PayPal
Visit paypal.com/invoice to create your own professional invoices.
This email was sent from . If you think it is spam, you can report abuse to PayPal.
PayPal is committed to preventing fraudulent emails. Emails from PayPal will always contain your full name. Learn to identify phishing
Copyright © 1999-2025 PayPal, Inc. All rights reserved. PayPal is located at 2211 N. First St., San Jose, CA 95131.
PayPal RT002947:en_US(en-US):1.0.0:c714fe174b4c7",,"MD, USA- 21117","San Jose, CA- 95131",service@paypal.com,(888) 397-7479,Unknown URL,"March 5, 2025",Phishing,Unknown,"{'Authority and Impersonation': 'service@paypal.com\nwww.paypal.com\nFrom: service@paypal.com\nPayPal offers Buyer Protection on eligible transactions paid using PayPal.\nPayPal\nVisit paypal.com/invoice to create your own professional invoices.\nCopyright © 1999-2025 PayPal, Inc. All rights reserved. PayPal is located at 2211 N. First St., San Jose, CA 95131.', 'Fear and Intimidation': 'Palomino Bazaar LLc sent you an invoice for $1,095.37 USD\nDue on receipt\nAmount due\n$1,095.37 USD', 'Urgency and Scarcity': 'Due on receipt', 'Pretext and trust': ""Note from seller\nUnrecognized transaction? If this wasn't you, contact us now at (888) 397-7479.""}"
892579,"FINAL NOTICE
IMMEDIATE RESPONSE TO THIS NOTICE REQUESTED
CALL TO VERIFY (aka “let us steal more of your information)
“WE RESERVE THE RIGHT TO REVOKE ALLOCATED WAIVER AFTER 7 DAYS of RECEIVING THIS NOTICE” (I reserve the right to correct your grammar and throw the BS FLAG that this is anywhere near legitimate!)
There is no company name, no company address… they know who your lender is because that’s public information and not that difficult to get… clearly they know your address for the same reason.
8 AM TO 9 PM CST… no Saturdays… and a separate phone for Spanish speakers — the fact that they’re working on Sundays??? With a CST and weird hours??? Definitely NOT a company based in the central states… much less America — they just mail their BS through the USPS.
They’re not affiliated with your mortgage company — that’s the ONLY transparent thing on here beyond your personal information",,"NV, USA- 89406",Unknown Location,Unknown Email,1(800) 916-8689,Unknown URL,"September 19, 2024",Phishing,Mortgage verification notice,"{'Urgency and Scarcity': '""FINAL NOTICE"", ""IMMEDIATE RESPONSE TO THIS NOTICE REQUESTED"", ""WE RESERVE THE RIGHT TO REVOKE ALLOCATED WAIVER AFTER 7 DAYS of RECEIVING THIS NOTICE""', 'Fear and Intimidation': '""let us steal more of your information"" (implied threat of harm if instructions are not followed), ""WE RESERVE THE RIGHT TO REVOKE ALLOCATED WAIVER AFTER 7 DAYS"" (threat of losing a supposed benefit)', 'Authority and Impersonation': '""they know who your lender is because that’s public information and not that difficult to get… clearly they know your address for the same reason"" (implying official access to personal information and impersonating a legitimate organization), ""They’re not affiliated with your mortgage company — that’s the ONLY transparent thing on here beyond your personal information""'}"
859033,"Left a message:
“Hello this message is for ————————my name is Stacy and the reason I was contacting you today June 24, 2024 was to inform you that you have been placed on my schedule in regards to a notice of action that requires your signature now I am scheduled to come out to your home and if need be to your place of employment please make sure that you are going to be available to sign and also please make sure that you're going to have a state issued valid photo ID on you now if you happen to have any questions prior to service or if you need to request a stop order you can contact 833-883-2097 again the phone number is 8338832097 this is in reference to your notice ID number which is 521657 – CA again the notice ID ID number 521657 – CA right thanks bye…”",,"CA, USA- 95620",Unknown Location,Unknown Email,(833) 883-2097,Unknown URL,"June 25, 2024",Phishing,Unknown,"{'Authority and Impersonation': ""now I am scheduled to come out to your home and if need be to your place of employment please make sure that you are going to be available to sign and also please make sure that you're going to have a state issued valid photo ID on you"", 'Fear and Intimidation': 'now I am scheduled to come out to your home and if need be to your place of employment please make sure that you are going to be available to sign', 'Urgency and Scarcity': 'requires your signature now', 'Pretext and trust': 'inform you that you have been placed on my schedule in regards to a notice of action that requires your signature'}"
889525,"SCAM by text 9/11/2024
TEXT MESSAGE FROM:
Orionbechtelar577657@xuanjie.sbs
The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours.
https://34589.top/us
(Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it)
It looked like the legitimate USPS site. The link asked for
Name
Address
Email address
Cell phone
Then it asked for a credit card because there was a nominal fee of $0.30
After I entered one card it said it was declined and to enter another
I entered both of my VISA cards (Chase and Capital One)
Then I received an email from Chase saying that my card was uploaded to Apple wallet and to call them immediately if it wasn’t me.
I called them and also Capital One and had them reissue the cards.
I reported this to the FTC and this Better Business Bureau",,"WA, USA- 99212",Unknown Location,Unknown Email,Unknown Phone Number,USPS,"September 12, 2024",Phishing,USPS / imposter,"{'Authority and Impersonation': 'TEXT MESSAGE FROM: Orionbechtelar577657@xuanjie.sbs\nThe USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information.', 'Urgency and Scarcity': 'Please confirm your address in the link within 12 hours.', 'Pretext and trust': 'The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information.', 'Fear and Intimidation': 'The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information.', 'Consistency': 'Then it asked for a credit card because there was a nominal fee of $0.30\nAfter I entered one card it said it was declined and to enter another\nI entered both of my VISA cards (Chase and Capital One)'}"
960085,"Email used: daily@newsletter.self-cure-guide.com
https://e.newsletter.self-cure-guide.com/t/c/2cdf1202-1ee8-4bff-bae6-e1e835f5d70b/0195a93e-ae84-1c18-f6ed-d42b0efaa1a2
??????? Curated by Elara Bloom
Your Wellness Coach
?
Hey,
Which one of these alternatives soothes pain the quickest?
Is it…
A glass of wine
An electromagnetic field
This liquid discovered in 19th century Germany
A mix of salt water and olive oil
Go ahead and pick your answer above. You’d be shocked at the different pain relief options you have…
Though I’ll say this: One of these works way faster than all the others combined…
Studies show it works in under a minute.
Click here to find out if it will help you too
Sincerely
P.S. This natural pain reliever is approved by the FDA.
That’s why pro athletes are using it too.
See what makes it so special
Read More
?
?? TOP topics of this week
?? The real reason billionaires wake up at 4AM
?? Rare ‘Japanese Blend’ fixes constipation overnight?
????? Neurologist: 1-word test predicts dementia in 10 seconds
? 1 Tsp Unclogs “stuck” fat in your liver
?? How To: Tighten Eye Bags & Sagging Skin Fast",,"TX, USA- 78642","Champaign, IL- 61820",daily@newsletter.self-cure-guide.com,Unknown Phone Number,Unknown URL,"March 18, 2025",Phishing,Self Cure Guide,"{'Authority and Impersonation': 'This natural pain reliever is approved by the FDA.', 'Pretext and trust': 'Curated by Elara Bloom Your Wellness Coach', 'Social Proof': 'That’s why pro athletes are using it too.', 'Phantom Riches': 'You’d be shocked at the different pain relief options you have… Though I’ll say this: One of these works way faster than all the others combined…'}"
960178,"I received this notice on my Ebay account: You're pre-approved for $1688 in financing with Ebay Seller Capital. So I sign all the documents, attached my bank account and received an email 3/17:
Dear DAROL,
You’re almost there! Your outstanding contract was signed successfully.
We will complete a few final checks and send you a contract with our signature.
THen this email 3/18:
Unfortunately, our underwriting team is unable to approve your application at this time due to concerns about affordability. Advancing funds now wouldn't be responsible. We encourage you to reapply in 3 months once some of the current outstanding debt has been cleared.
Thank you for considering Liberis.
I HAVE NO OUTSTANDING DEBT WITH THESE PEOPLE. (reapply in 3 months once some of the current outstanding debt has been cleared.)
And I have been falsely lead to think I was going to get funding.
I am also concerned knowing I attached my bank account with these people.",,"CA, USA- 93314",Unknown Location,info-us@liberis.com,(443) 033-1300,Ebay.com,"March 18, 2025",Phishing,Phishing,"{'Authority and Impersonation': ""I received this notice on my Ebay account: You're pre-approved for $1688 in financing with Ebay Seller Capital."", 'Phantom Riches': ""You're pre-approved for $1688 in financing with Ebay Seller Capital."", 'Pretext and trust': ""I received this notice on my Ebay account: You're pre-approved for $1688 in financing with Ebay Seller Capital."", 'Consistency': 'So I sign all the documents, attached my bank account and received an email 3/17: ... Your outstanding contract was signed successfully. We will complete a few final checks and send you a contract with our signature.'}"
885941,"This was a voicemail left.
A man with a foreign accent began stating:
“ Hi this is John Garcia from US document services I am calling to follow up with a complaint received in our office for Carrie that reference case number is 08601 026 again that reference case number is 08601026”
Then a recording began in a woman’s voice (slight southern accent), sounded pre-recorded, stating :
“ documents regarding your file or being prepared to be sent out you will need to be available to sign for the delivery the issue an agent will dispatch confirmation if they are unable to reach you at home they will attempt to reach you at your verified place of employment in order to stop further action from being taken you will need to contact the issue and agent immediately at 657-667-6844 this call has been logged and recorded as proof of effort being made to notify you..”",,"FL, USA- 33912",Unknown Location,Unknown Email,1(239) 342-3122,Unknown URL,"September 3, 2024",Phishing,Court Document Scam,"{'Authority and Impersonation': 'Hi this is John Garcia from US document services I am calling to follow up with a complaint received in our office for Carrie that reference case number is 08601 026', 'Fear and Intimidation': 'documents regarding your file or being prepared to be sent out you will need to be available to sign for the delivery the issue an agent will dispatch confirmation if they are unable to reach you at home they will attempt to reach you at your verified place of employment in order to stop further action from being taken', 'Urgency and Scarcity': 'in order to stop further action from being taken you will need to contact the issue and agent immediately at 657-667-6844', 'Pretext and trust': 'Hi this is John Garcia from US document services I am calling to follow up with a complaint received in our office for Carrie that reference case number is 08601 026 again that reference case number is 08601026'}"
867340,"Received a phony Paypal ""invoice"" for a nonexistent $456.00 Bitcoin transaction with Coinbase Global.    The message said to call the PayPal Support number within 12 hours to dispute or stop the transaction.  (From the email):
==========================================
Issues with Transaction?
To dispute and stop this transaction, you have 12 hours from the time it was made. Reach PayPal Support by calling the TOLL-FREE number below
Helpdesk Number: +1 (805) 618 1054
You are receiving this transaction email because a recent transaction was made on your account associated with this email address.
Please keep this email for your records.
Please do not reply to this mail as it is not being monitored.
============================================
The telephone number provided is very similar to one listed in BBB Scam Report #835149, another phishing attempt pretending to alert the target about a Norton billing statement.  I forwarded the phony email to abuse@Paypal.com, did not attempt to call or reply to the scammer.",,"CO, USA- 80128",CA,matthewurban855@gmail.com,(805) 618-1054,Gmail.com,"July 16, 2024",Phishing,Paypal / imposter,"{'Authority and Impersonation': 'Received a phony Paypal ""invoice"" ... The message said to call the PayPal Support number within 12 hours to dispute or stop the transaction. ... Reach PayPal Support by calling the TOLL-FREE number below Helpdesk Number: ... You are receiving this transaction email because a recent transaction was made on your account associated with this email address.', 'Fear and Intimidation': 'Received a phony Paypal ""invoice"" for a nonexistent $456.00 Bitcoin transaction ... The message said to call the PayPal Support number within 12 hours to dispute or stop the transaction.', 'Urgency and Scarcity': 'To dispute and stop this transaction, you have 12 hours from the time it was made. Reach PayPal Support by calling the TOLL-FREE number below'}"
879110,"They left this voicemail:
This is not a sales or marketing call. This is a legal modern attempt to contact. Jill Turner My name is Shane and I am calling from the processors office regarding telephone number 2 4 – 8 4 6 6 7 I am contacting you to discuss a matter that has been forwarded to my office for consideration of legal action Including the filing of a lawsuit and complaint with a court Discuss to spending actions that may be filed against you. You will need to immediately contact the firm directly handing your file. Jada office number is 8 6 6 5 1 3- 4 5 3 5 This is a time sensitive matter for you If they do not receive a response They may be forced to proceeded without participation Again the number to contact is 8 6 6 5 1 3- 4 5 3 5 thank you…”",,"CA, USA- 93312","Squaw Valley, CA",Unknown Email,(559) 340-2736,Unknown URL,"August 15, 2024",Phishing,Unknown,"{'Authority and Impersonation': 'This is a legal modern attempt to contact. ... I am calling from the processors office ... a matter that has been forwarded to my office for consideration of legal action Including the filing of a lawsuit and complaint with a court', 'Fear and Intimidation': 'a matter that has been forwarded to my office for consideration of legal action Including the filing of a lawsuit and complaint with a court ... actions that may be filed against you.', 'Urgency and Scarcity': 'This is a time sensitive matter for you If they do not receive a response They may be forced to proceeded without participation', 'Pretext and trust': 'Jill Turner My name is Shane and I am calling from the processors office regarding telephone number 2 4 – 8 4 6 6 7'}"
899381,"THIS WAS ADDRESSED TO ME AND I DO NOT KNOW HOW THEY GOT MY INFORMATION. THIS IS A SCAM. BELOW IS THE TEXT IN A PDF FROM THESE SCAMMERS.
THIS IS THE SECOND TIME THEY HAVE APPROACHED VIA MY EMAIL.
''PayPal ---We hope you are as excited as we are!
The charges will be shown soon in your recent activity.
Product Description
Order Id:
Item Name:
Order Date: Amount:
Payment Method:
M3S54CGRRIAA44CO McAfee Protection
Oct 09, 2024 $299.99
Auto Pay
If you did not approve this charge, you have 12 hours to do so. Please contact our customer care to cancel and receive an instant refund for your membership.
You can reach us on tol free no. +1 (931) 488-5397
Regards,
Billing Department
Invoice Id: 1 Helpline: +1 (931) 488-5397Regards,
Billing Department
Support No: +1 (931) 488-5397 (Tool Free)
Do not reply to this email as it is automated email generated by payment system, For assistance reach customer support directly.
Al Rights Reserved | Copyrights 2024 | We Accepts Al Major Platforms",,"CO, USA- 80014",Unknown Location,endh4675@gmail.com,(931) 488-5397,PAYPAL/MCAFEE,"October 9, 2024",Phishing,McAfee / imposter,"{'Authority and Impersonation': 'Invoice Id: 1 Helpline: +1 (931) 488-5397Regards, Billing Department', 'Urgency and Scarcity': 'If you did not approve this charge, you have 12 hours to do so.', 'Fear and Intimidation': 'If you did not approve this charge, you have 12 hours to do so.', 'Pretext and trust': 'The charges will be shown soon in your recent activity.'}"
870181,"Letter says ""It is important you contact our office at 1-888-404-4504 upon receiving this notice to avoid any unnecessary delays in your coverage before 7/24/2024"" in first paragraph. Further down in paragraph 5 it states, ""Failure to call and prevent a potential lapse in coverage could result in you being liable for all costs associated with any home repairs...."" It is signed, ""Wade Grant Program Director"" and the operating hours are ""Monday-Friday 7 am - 7 pm CST"". We did not respond. This appears to be a scam as identifying information on the company  (no logo, no header with address, etc.) is missing. It looks sort of legitimate and even has a customer ID number, a barcode, and expiration date of tomorrow (received letter today) so that it invokes a sense of urgency to respond. Not falling for that. Be aware that this is probably some kind of mass mailing going around.",,"HI, USA- 96819",Unknown Location,Unknown Email,(888) 404-4504,Unknown URL,"July 23, 2024",Phishing,Home Warranty Division,"{'Urgency and Scarcity': ""Letter says 'It is important you contact our office at 1-888-404-4504 upon receiving this notice to avoid any unnecessary delays in your coverage before 7/24/2024' ... expiration date of tomorrow (received letter today) so that it invokes a sense of urgency to respond."", 'Fear and Intimidation': ""Further down in paragraph 5 it states, 'Failure to call and prevent a potential lapse in coverage could result in you being liable for all costs associated with any home repairs....'"", 'Authority and Impersonation': ""It is signed, 'Wade Grant Program Director' and the operating hours are 'Monday-Friday 7 am - 7 pm CST'."", 'Pretext and trust': 'It looks sort of legitimate and even has a customer ID number, a barcode, and expiration date of tomorrow (received letter today)... no logo, no header with address, etc.'}"
916464,"Immediately: $5000
Monthly: $93.30
Duration: 60 Month's
Total Payback: $5598
Reply with ""YES"" along with the last 4 digits of your ""SSN"" to get a call back now.
Thank you
Best Regards,
Loan Officer : Shirley Williams
Contact us : +1(505)303-6994
Speedy Cash USA
I replied yes with my last for she went through the terms with me, even set repayment date. I was sent a verification form to fill out which asked for my username and password word, and account number. I was told that $900 would be disbursed into my account and when the funds were available to send it back through cash app as a way to verify I was the only person on the account. After the disbursement went into my account my back blocked it due to suspicious deposit.
I fell for it because I had been putting in loan applications online and I thought I had caught a break but I'm glad my bank was watching my account.",,"NV, USA- 89115",Unknown Location,Unknown Email,(505) 303-6994,Unknown URL,"November 29, 2024",Phishing,Speedy Cash Imposter,"{'Authority and Impersonation': 'Loan Officer : Shirley Williams\nContact us : +1(505)303-6994\nSpeedy Cash USA', 'Urgency and Scarcity': 'Reply with ""YES"" along with the last 4 digits of your ""SSN"" to get a call back now.', 'Phantom Riches': ""Immediately: $5000\nMonthly: $93.30\nDuration: 60 Month's\nTotal Payback: $5598"", 'Pretext and trust': 'I replied yes with my last for she went through the terms with me, even set repayment date. I was sent a verification form to fill out which asked for my username and password word, and account number. I was told that $900 would be disbursed into my account and when the funds were available to send it back through cash app as a way to verify I was the only person on the account.'}"
884600,"This is Agent John William sir I work for Workers Compensation Appeal Board (WCAB). Please we need you full name and your email address for confirming if your name still available on our list.. Thank
You sent
Give me your WCAB email address and I'll send it to you
John Williams
John Williams
You can send it here
You sent
I prefer to use your government email address
John Williams
John Williams
I’m the claiming agent in charge of your program
You sent
Cool. What is your WCAB contact information so we can do everything in a legit way
John Williams
John Williams
Okay. Are you on WhatsApp?
You sent
I only provide personal information through proper government secure sites
You sent
Why are you refusing to provide your official government contact information?
John Williams
All we do here is legit.
John Williams
John Williams
What’s your name and your full name
You sent
Please provide your contact information so I can provide my information on a secure government site
John Williams
Okay here is the WCAB. email .. w5684338@gmail.com
John Williams
John Williams
jw5684338@gmail.com",,"CA, USA- 90012",CA,jw5684338@gmail.com,Unknown Phone Number,https://www.facebook.com/photo/?fbid=184408787426817&set=a.184408790760150,"August 29, 2024",Phishing,Unknown,"{'Authority and Impersonation': 'This is Agent John William sir I work for Workers Compensation Appeal Board (WCAB).', 'Pretext and trust': 'I’m the claiming agent in charge of your program'}"
926695,"Here is the letter sent via USPS
“Attention: [my name]
Our records indicate that you have not contacted us to have your vehicle service contract activated. We are informing you that if your factory warranty has expired, you will be responsible for paying any repairs. However, if expired, you can still activate a service contract on your vehicle before it’s too late.
Please call: 1-877-498-8071 today.”
And then there is a table with “summary of terms”, which is of course bs.
At the bottom it says in very small text - probably too small for elderly people to read: “Auto repair Network is an independent company who provides extended vehicle service protection plans on behalf of leading third party administrations. Programs may vary depending on vehicle use, mileage, state and preexisting conditions. Auto Repair Network is not owned or affiliated with any manufacturer or dealer.”
Obviously a scam for older people who may have already paid for an auto warranty.",,"ME, USA- 04922",Unknown Location,Unknown Email,1(877) 498-8071,Unknown URL,"December 29, 2024",Phishing,Unknown,"{'Authority and Impersonation': 'Our records indicate that you have not contacted us to have your vehicle service contract activated.', 'Fear and Intimidation': 'We are informing you that if your factory warranty has expired, you will be responsible for paying any repairs.', 'Urgency and Scarcity': 'you can still activate a service contract on your vehicle before it’s too late.', 'Pretext and trust': 'Auto repair Network is an independent company who provides extended vehicle service protection plans on behalf of leading third party administrations.'}"
932735,"I received an email with an invoice almost the same as the other description. The invoice includes the text ""If you're not happy with our service, please reach out to us within 24 hours and we'll do our best to assist you. [...] Please get in touch with us as soon as possible if you want clarification on your purchase or wish to have it canceled. Get in contact with us at this number ((833) 730-4606) if you have any questions about either continuing with this subscription or canceling it: If you have any questions or would want to cancel or change this purchase, please contact us at the following number: (833) 730-4606. Call us at (833) 730-4606"" so it's possible they want you to call to ""cancel"" the purchase and give them personal information. The address I submitted is only what was on the invoice PDF, so it's probably not their real address.",,"IL, USA- 60605","Berkeley, CA- 94708",annahayden7321@gmail.com,(833) 730-4606,mail.google.com,"January 13, 2025",Phishing,Invoice,"{'Urgency and Scarcity': ""please reach out to us within 24 hours and we'll do our best to assist you."", 'Pretext and trust': 'Please get in touch with us as soon as possible if you want clarification on your purchase or wish to have it canceled.', 'Authority and Impersonation': ""The invoice includes the text ... invoice PDF ... address I submitted is only what was on the invoice PDF, so it's probably not their real address.""}"
